Region,Country,City/Town,Year,"Annual mean, ug/m3"
Europe (HIC),Austria,Schweighof,2016,(6)-converted value
Europe (HIC),Austria,Spittal An Der Drau,2013,(14)-converted value
Europe (HIC),Austria,Spittal An Der Drau,2014,(12)-converted value
Europe (HIC),Austria,Spittal An Der Drau,2015,(15)-converted value
Europe (HIC),Austria,Spittal An Der Drau,2016,(12)-converted value
Europe (HIC),Austria,Steyr,2013,15
Europe (HIC),Austria,Steyr,2014,13
Europe (HIC),Austria,Steyr,2015,12
Europe (HIC),Austria,Steyr,2016,11
Europe (HIC),Austria,Steyregg,2013,(18)-converted value
Europe (HIC),Austria,Steyregg,2014,(16)-converted value
Europe (HIC),Austria,Steyregg,2015,(16)-converted value
Europe (HIC),Austria,Steyregg,2016,14
Europe (HIC),Austria,Stixneusiedl,2013,(15)-converted value
Europe (HIC),Austria,Stixneusiedl,2014,(13)-converted value
Europe (HIC),Austria,Stixneusiedl,2015,(14)-converted value
Europe (HIC),Austria,Stixneusiedl,2016,(13)-converted value
Europe (HIC),Austria,Stockerau,2013,(17)-converted value
Europe (HIC),Austria,Stockerau,2014,(16)-converted value
Europe (HIC),Austria,Stockerau,2015,(17)-converted value
Europe (HIC),Austria,Stockerau,2016,(14)-converted value
Europe (HIC),Austria,Streithofen,2013,(14)-converted value
Europe (HIC),Austria,Streithofen,2014,(14)-converted value
Europe (HIC),Austria,Streithofen,2015,(14)-converted value
Europe (HIC),Austria,Streithofen,2016,(10)-converted value
Europe (HIC),Austria,Tamsweg,2013,(11)-converted value
Europe (HIC),Austria,Tamsweg,2014,(12)-converted value
Europe (HIC),Austria,Tamsweg,2015,(11)-converted value
Europe (HIC),Austria,Tamsweg,2016,(10)-converted value
Europe (HIC),Austria,Thaures,2013,(8)-converted value
Europe (HIC),Austria,Thaures,2014,(8)-converted value
Europe (HIC),Austria,Thaures,2015,(10)-converted value
Europe (HIC),Austria,Thaures,2016,(10)-converted value
Europe (HIC),Austria,Traismaier,2013,(16)-converted value
Europe (HIC),Austria,Traismauer,2013,(15)-converted value
Europe (HIC),Austria,Traismauer,2014,(15)-converted value
Europe (HIC),Austria,Traismauer,2015,(15)-converted value
Europe (HIC),Austria,Traismauer,2016,(10)-converted value
Europe (HIC),Austria,Traun,2013,(18)-converted value
Europe (HIC),Austria,Traun,2014,(15)-converted value
Europe (HIC),Austria,Traun,2015,15
Europe (HIC),Austria,Traun,2016,14
Europe (HIC),Austria,Tulln,2013,19
Europe (HIC),Austria,Tulln,2014,14
Europe (HIC),Austria,Tulln An Der Donau,2013,(16)-converted value
Europe (HIC),Austria,Tulln An Der Donau,2014,(15)-converted value
Europe (HIC),Austria,Tulln An Der Donau,2015,(14)-converted value
Europe (HIC),Austria,Tulln An Der Donau,2016,(14)-converted value
Europe (HIC),Austria,Villach,2013,(14)-converted value
Europe (HIC),Austria,Villach,2014,(12)-converted value
Europe (HIC),Austria,Villach,2015,(15)-converted value
Europe (HIC),Austria,Villach,2016,(13)-converted value
Europe (HIC),Austria,Vocklabruck,2013,15
Europe (HIC),Austria,Voitsberg,2013,(17)-converted value
Europe (HIC),Austria,Voitsberg,2014,(15)-converted value
Europe (HIC),Austria,Voitsberg,2015,15
Europe (HIC),Austria,Voitsberg,2016,13
Europe (HIC),Austria,Vomp,2013,(14)-converted value
Europe (HIC),Austria,Vomp,2014,(11)-converted value
Europe (HIC),Austria,Vomp,2015,(12)-converted value
Europe (HIC),Austria,Vomp,2016,(11)-converted value
Europe (HIC),Austria,Weiz,2013,(18)-converted value
Europe (HIC),Austria,Weiz,2014,(17)-converted value
Europe (HIC),Austria,Weiz,2016,11
Europe (HIC),Austria,Wels,2013,18
Europe (HIC),Austria,Wels,2014,16
Europe (HIC),Austria,Wels,2015,15
Europe (HIC),Austria,Wels,2016,14
Europe (HIC),Austria,Wien,2013,18
Europe (HIC),Austria,Wien,2014,16
Europe (HIC),Austria,Wien,2015,15
Europe (HIC),Austria,Wien,2016,14
Europe (HIC),Austria,Wien-Umgebung,2014,15
Europe (HIC),Austria,Wiener Neudorf,2013,16
Europe (HIC),Austria,Wiener Neudorf,2014,15
Europe (HIC),Austria,Wiener Neudorf,2015,14
Europe (HIC),Austria,Wiener Neudorf,2016,13
Europe (HIC),Austria,Wiener Neustadt,2013,(13)-converted value
Europe (HIC),Austria,Wiener Neustadt,2014,(12)-converted value
Europe (HIC),Austria,Wiener Neustadt,2015,(15)-converted value
Europe (HIC),Austria,Wiener Neustadt,2016,(14)-converted value
Europe (HIC),Austria,Wildon,2015,(14)-converted value
Europe (HIC),Austria,Wildon,2016,(12)-converted value
Europe (HIC),Austria,Wolfsberg,2013,19
Europe (HIC),Austria,Wolfsberg,2014,16
Europe (HIC),Austria,Wolfsberg,2015,19
Europe (HIC),Austria,Wolfsberg,2016,16
Europe (HIC),Austria,Worgl,2013,(14)-converted value
Europe (HIC),Austria,Worgl,2014,(11)-converted value
Europe (HIC),Austria,Worgl,2015,(13)-converted value
Europe (HIC),Austria,Worgl,2016,(10)-converted value
Europe (HIC),Austria,Zell,2013,(14)-converted value
Europe (HIC),Austria,Zell,2014,(12)-converted value
Europe (HIC),Austria,Zell,2015,(15)-converted value
Europe (HIC),Austria,Zell,2016,(15)-converted value
Europe (HIC),Austria,Zeltweg,2013,(15)-converted value
Europe (HIC),Austria,Zeltweg,2014,(12)-converted value
Europe (HIC),Austria,Zeltweg,2015,(14)-converted value
Europe (HIC),Austria,Zeltweg,2016,(12)-converted value
Europe (HIC),Austria,Ziersdorf,2013,(14)-converted value
Europe (HIC),Austria,Ziersdorf,2014,(14)-converted value
Europe (HIC),Austria,Ziersdorf,2015,(13)-converted value
Europe (HIC),Austria,Ziersdorf,2016,(13)-converted value
Europe (HIC),Belgium,Aarschot,2013,(15)-converted value
Europe (HIC),Belgium,Aarschot,2014,(13)-converted value
Europe (HIC),Belgium,Aarschot,2015,13
Europe (HIC),Belgium,Aarschot,2016,13
Europe (HIC),Belgium,Andenne,2013,13
Europe (HIC),Belgium,Andenne,2014,9
Europe (HIC),Belgium,Andenne,2015,10
Europe (HIC),Belgium,Andenne,2016,10
Europe (HIC),Belgium,Antwerpen,2013,17
Europe (HIC),Belgium,Antwerpen,2014,16
Europe (HIC),Belgium,Antwerpen,2015,14
Europe (HIC),Belgium,Antwerpen,2016,14
Europe (HIC),Belgium,Baelen,2013,12
Europe (HIC),Belgium,Baelen,2014,10
Europe (HIC),Belgium,Baelen,2015,9
Europe (HIC),Belgium,Baelen,2016,9
Europe (HIC),Belgium,Berchem-Sainte-Agathe,2013,18
Europe (HIC),Belgium,Berchem-Sainte-Agathe,2014,13
Europe (HIC),Belgium,Berchem-Sainte-Agathe,2015,13
Europe (HIC),Belgium,Berchem-Sainte-Agathe,2016,12
Europe (HIC),Belgium,Berendrecht,2013,(17)-converted value
Europe (HIC),Belgium,Bertrix,2013,10
Europe (HIC),Belgium,Bertrix,2014,8
Europe (HIC),Belgium,Bertrix,2015,8
Europe (HIC),Belgium,Bertrix,2016,8
Europe (HIC),Belgium,Beveren,2014,17
Europe (HIC),Belgium,Beveren,2015,16
Europe (HIC),Belgium,Beveren,2016,15
Europe (HIC),Belgium,Boom,2013,(16)-converted value
Europe (HIC),Belgium,Boom,2014,(14)-converted value
Europe (HIC),Belgium,Boom,2015,14
Europe (HIC),Belgium,Boom,2016,13
Europe (HIC),Belgium,Brugge,2014,15
Europe (HIC),Belgium,Brugge,2015,13
Europe (HIC),Belgium,Brugge,2016,13
Europe (HIC),Belgium,Brussels,2013,18
Europe (HIC),Belgium,Bruxelles,2013,17
Europe (HIC),Belgium,Bruxelles,2014,16
Europe (HIC),Belgium,Bruxelles,2015,16
Europe (HIC),Belgium,Bruxelles,2016,16
Europe (HIC),Belgium,Charleroi,2013,15
Europe (HIC),Belgium,Charleroi,2014,11
Europe (HIC),Belgium,Charleroi,2015,13
Europe (HIC),Belgium,Charleroi,2016,13
Europe (HIC),Belgium,Chatelet,2013,14
Europe (HIC),Belgium,Chatelet,2014,9
Europe (HIC),Belgium,Chatelet,2015,12
Europe (HIC),Belgium,Chatelet,2016,12
Europe (HIC),Belgium,Chaumont-Gistoux,2013,15
Europe (HIC),Belgium,Chaumont-Gistoux,2014,11
Europe (HIC),Belgium,Chaumont-Gistoux,2015,11
Europe (HIC),Belgium,Chaumont-Gistoux,2016,11
Europe (HIC),Belgium,Corroy Le Grand,2013,15
Europe (HIC),Belgium,Damme,2013,(15)-converted value
Europe (HIC),Belgium,Damme,2014,(12)-converted value
Europe (HIC),Belgium,Damme,2015,12
Europe (HIC),Belgium,Damme,2016,12
Europe (HIC),Belgium,Dessel,2013,(14)-converted value
Europe (HIC),Belgium,Dessel,2014,13
Europe (HIC),Belgium,Dessel,2015,13
Europe (HIC),Belgium,Dessel,2016,12
Europe (HIC),Belgium,Destelbergen,2013,(16)-converted value
Europe (HIC),Belgium,Destelbergen,2014,(14)-converted value
Europe (HIC),Belgium,Destelbergen,2015,14
Europe (HIC),Belgium,Destelbergen,2016,14
Europe (HIC),Belgium,Diepenbeek,2013,(17)-converted value
Europe (HIC),Belgium,Diepenbeek,2014,(13)-converted value
Europe (HIC),Belgium,Diepenbeek,2015,13
Europe (HIC),Belgium,Diepenbeek,2016,14
Europe (HIC),Belgium,Engis,2013,17
Europe (HIC),Belgium,Engis,2014,15
Europe (HIC),Belgium,Engis,2015,14
Europe (HIC),Belgium,Engis,2016,13
Europe (HIC),Belgium,Evergem,2013,19
Europe (HIC),Belgium,Evergem,2014,16
Europe (HIC),Belgium,Evergem,2015,14
Europe (HIC),Belgium,Evergem,2016,14
Europe (HIC),Belgium,Genk,2013,(18)-converted value
Europe (HIC),Belgium,Gent,2013,19
Europe (HIC),Belgium,Gent,2014,16
Europe (HIC),Belgium,Gent,2015,15
Europe (HIC),Belgium,Gent,2016,15
Europe (HIC),Belgium,Habay,2013,11
Europe (HIC),Belgium,Habay,2014,8
Europe (HIC),Belgium,Habay,2015,9
Europe (HIC),Belgium,Habay,2016,8
Europe (HIC),Belgium,Habay La Neuve,2013,11
Europe (HIC),Belgium,Hasselt,2013,18
Europe (HIC),Belgium,Hasselt,2014,14
Europe (HIC),Belgium,Hasselt,2015,13
Europe (HIC),Belgium,Hasselt,2016,13
Europe (HIC),Belgium,Herstal,2013,13
Europe (HIC),Belgium,Herstal,2014,10
Europe (HIC),Belgium,Herstal,2015,11
Europe (HIC),Belgium,Herstal,2016,11
Europe (HIC),Belgium,Hoboken,2013,(19)-converted value
Europe (HIC),Belgium,Hoevenen,2013,18
Europe (HIC),Belgium,Landen,2013,(14)-converted value
Europe (HIC),Belgium,Landen,2014,(13)-converted value
Europe (HIC),Belgium,Landen,2015,13
Europe (HIC),Belgium,Landen,2016,13
Europe (HIC),Belgium,Liege,2013,15
Europe (HIC),Belgium,Liege,2014,11
Europe (HIC),Belgium,Liege,2015,11
Europe (HIC),Belgium,Liege,2016,11
Europe (HIC),Belgium,Mechelen,2013,(16)-converted value
Europe (HIC),Belgium,Mechelen,2014,(14)-converted value
Europe (HIC),Belgium,Mechelen,2015,14
Europe (HIC),Belgium,Mechelen,2016,14
Europe (HIC),Belgium,Menen,2013,(17)-converted value
Europe (HIC),Belgium,Menen,2014,(16)-converted value
Europe (HIC),Belgium,Menen,2015,13
Europe (HIC),Belgium,Menen,2016,15
Europe (HIC),Belgium,Moerkerke,2013,(16)-converted value
Europe (HIC),Belgium,Molenbeek-Saint-Jean,2013,20
Europe (HIC),Belgium,Molenbeek-Saint-Jean,2014,17
Europe (HIC),Belgium,Molenbeek-Saint-Jean,2015,15
Europe (HIC),Belgium,Molenbeek-Saint-Jean,2016,16
Europe (HIC),Belgium,Mons,2013,16
Europe (HIC),Belgium,Mons,2014,11
Europe (HIC),Belgium,Mons,2015,13
Europe (HIC),Belgium,Mons,2016,13
Europe (HIC),Belgium,Oostrozebeke,2013,(19)-converted value
Europe (HIC),Belgium,Oostrozebeke,2014,(17)-converted value
Europe (HIC),Belgium,Oostrozebeke,2015,17
Europe (HIC),Belgium,Oostrozebeke,2016,17
Europe (HIC),Belgium,Retie,2013,15
Europe (HIC),Belgium,Roeselaere,2013,(19)-converted value
Europe (HIC),Belgium,Roeselare,2013,(18)-converted value
Europe (HIC),Belgium,Roeselare,2014,(15)-converted value
Europe (HIC),Belgium,Roeselare,2015,13
Europe (HIC),Belgium,Roeselare,2016,15
Europe (HIC),Belgium,Saint-Nicolas,2013,14
Europe (HIC),Belgium,Saint-Nicolas,2014,10
Europe (HIC),Belgium,Saint-Nicolas,2015,11
Europe (HIC),Belgium,Saint-Nicolas,2016,10
Europe (HIC),Belgium,Sainte-Ode,2013,9
Europe (HIC),Belgium,Sainte-Ode,2014,7
Europe (HIC),Belgium,Sainte-Ode,2015,8
Europe (HIC),Belgium,Sainte-Ode,2016,7
Europe (HIC),Belgium,Schoten,2013,(16)-converted value
Europe (HIC),Belgium,Schoten,2014,15
Europe (HIC),Belgium,Schoten,2015,14
Europe (HIC),Belgium,Schoten,2016,14
Europe (HIC),Belgium,Seraing,2013,16
Europe (HIC),Belgium,Seraing,2014,11
Europe (HIC),Belgium,Seraing,2015,13
Europe (HIC),Belgium,Seraing,2016,13
Europe (HIC),Belgium,Sint-Lambrechts-Woluwe,2013,(14)-converted value
Europe (HIC),Belgium,Sint-Lambrechts-Woluwe,2014,(13)-converted value
Europe (HIC),Belgium,Sint-Lambrechts-Woluwe,2015,(14)-converted value
Europe (HIC),Belgium,Sint-Lambrechts-Woluwe,2016,(12)-converted value
Europe (HIC),Belgium,Somme-Leuze,2013,11
Europe (HIC),Belgium,Somme-Leuze,2014,8
Europe (HIC),Belgium,Somme-Leuze,2015,9
Europe (HIC),Belgium,Somme-Leuze,2016,8
Europe (HIC),Belgium,Stabroek,2013,18
Europe (HIC),Belgium,Stabroek,2014,16
Europe (HIC),Belgium,Stabroek,2015,16
Europe (HIC),Belgium,Stabroek,2016,15
Europe (HIC),Belgium,Steenokkerzeel,2013,(16)-converted value
Europe (HIC),Belgium,Steenokkerzeel,2014,(13)-converted value
Europe (HIC),Belgium,Steenokkerzeel,2015,13
Europe (HIC),Belgium,Steenokkerzeel,2016,13
Europe (HIC),Belgium,Tournai,2013,14
Europe (HIC),Belgium,Tournai,2014,12
Europe (HIC),Belgium,Tournai,2015,11
Europe (HIC),Belgium,Tournai,2016,12
Europe (HIC),Belgium,Uccle,2013,19
Europe (HIC),Belgium,Uccle,2014,17
Europe (HIC),Belgium,Uccle,2015,14
Europe (HIC),Belgium,Uccle,2016,13
Europe (HIC),Belgium,Veurne,2013,16
Europe (HIC),Belgium,Veurne,2014,13
Europe (HIC),Belgium,Veurne,2015,11
Europe (HIC),Belgium,Veurne,2016,12
Europe (HIC),Belgium,Vielsalm,2013,9
Europe (HIC),Belgium,Vielsalm,2014,7
Europe (HIC),Belgium,Vielsalm,2015,7
Europe (HIC),Belgium,Vielsalm,2016,5
Europe (HIC),Belgium,Vilvoorde,2013,(17)-converted value
Europe (HIC),Belgium,Vilvoorde,2014,(16)-converted value
Europe (HIC),Belgium,Vilvoorde,2015,14
Europe (HIC),Belgium,Vilvoorde,2016,14
Europe (HIC),Belgium,Viroinval,2013,10
Europe (HIC),Belgium,Viroinval,2014,7
Europe (HIC),Belgium,Viroinval,2015,8
Europe (HIC),Belgium,Viroinval,2016,8
Europe (HIC),Belgium,Wielsbeke,2013,(15)-converted value
Europe (HIC),Belgium,Wielsbeke,2014,(14)-converted value
Europe (HIC),Belgium,Wielsbeke,2015,15
Europe (HIC),Belgium,Wielsbeke,2016,15
Europe (HIC),Belgium,Zelzate,2014,(17)-converted value
Europe (HIC),Belgium,Zelzate,2015,15
Europe (HIC),Belgium,Zelzate,2016,15
Europe (HIC),Belgium,Zwevegem,2013,(17)-converted value
Europe (HIC),Belgium,Zwevegem,2014,(15)-converted value
Europe (HIC),Belgium,Zwevegem,2015,15
Europe (HIC),Belgium,Zwevegem,2016,15
Europe (HIC),Belgium,Zwijndrecht,2013,(18)-converted value
Europe (HIC),Belgium,Zwijndrecht,2014,(16)-converted value
Europe (HIC),Belgium,Zwijndrecht,2015,13
Europe (HIC),Belgium,Zwijndrecht,2016,14
South-East Asia (LMIC),Bangladesh,Barisal,2013,80
South-East Asia (LMIC),Bangladesh,Barisal,2014,83
South-East Asia (LMIC),Bangladesh,Barisal,2015,80
South-East Asia (LMIC),Bangladesh,Chittagong,2013,66
South-East Asia (LMIC),Bangladesh,Chittagong,2014,73
South-East Asia (LMIC),Bangladesh,Chittagong,2015,66
South-East Asia (LMIC),Bangladesh,Dhaka,2013,86
South-East Asia (LMIC),Bangladesh,Dhaka,2014,85
South-East Asia (LMIC),Bangladesh,Dhaka,2015,82
South-East Asia (LMIC),Bangladesh,Dhaka,2016,57
South-East Asia (LMIC),Bangladesh,Gazipur,2013,84
South-East Asia (LMIC),Bangladesh,Gazipur,2014,89
South-East Asia (LMIC),Bangladesh,Gazipur,2015,81
South-East Asia (LMIC),Bangladesh,Khulna,2013,76
South-East Asia (LMIC),Bangladesh,Khulna,2015,84
South-East Asia (LMIC),Bangladesh,Narayangonj,2013,89
South-East Asia (LMIC),Bangladesh,Narayangonj,2014,107
South-East Asia (LMIC),Bangladesh,Narayangonj,2015,94
South-East Asia (LMIC),Bangladesh,Rajshahi,2013,69
South-East Asia (LMIC),Bangladesh,Rajshahi,2014,42
South-East Asia (LMIC),Bangladesh,Rajshahi,2015,47
South-East Asia (LMIC),Bangladesh,Sylhet,2013,59
South-East Asia (LMIC),Bangladesh,Sylhet,2014,62
South-East Asia (LMIC),Bangladesh,Sylhet,2015,61
Europe (LMIC),Bulgaria,Blagoevgrad,2013,(24)-converted value
Europe (LMIC),Bulgaria,Blagoevgrad,2014,(23)-converted value
Europe (LMIC),Bulgaria,Blagoevgrad,2015,(27)-converted value
Europe (LMIC),Bulgaria,Blagoevgrad,2016,(26)-converted value
Europe (LMIC),Bulgaria,Burgas,2013,(22)-converted value
Europe (LMIC),Bulgaria,Burgas,2014,(22)-converted value
Europe (LMIC),Bulgaria,Burgas,2015,(21)-converted value
Europe (LMIC),Bulgaria,Burgas,2016,(20)-converted value
Europe (LMIC),Bulgaria,Devnia,2013,(19)-converted value
Europe (LMIC),Bulgaria,Devnya,2013,(17)-converted value
Europe (LMIC),Bulgaria,Devnya,2014,(19)-converted value
Europe (LMIC),Bulgaria,Devnya,2015,(17)-converted value
Europe (LMIC),Bulgaria,Devnya,2016,(17)-converted value
Europe (LMIC),Bulgaria,Dimitrovgad,2013,(42)-converted value
Europe (LMIC),Bulgaria,Dimitrovgrad,2013,(37)-converted value
Europe (LMIC),Bulgaria,Dimitrovgrad,2014,(35)-converted value
Europe (LMIC),Bulgaria,Dimitrovgrad,2015,(28)-converted value
Europe (LMIC),Bulgaria,Dobrich,2013,(15)-converted value
Europe (LMIC),Bulgaria,Dobrich,2014,(14)-converted value
Europe (LMIC),Bulgaria,Dobrich,2015,(16)-converted value
Europe (LMIC),Bulgaria,Dobrich,2016,(16)-converted value
Europe (LMIC),Bulgaria,Dolny Voden,2013,(38)-converted value
Europe (LMIC),Bulgaria,Galabovo,2013,(22)-converted value
Europe (LMIC),Bulgaria,Galabovo,2014,(22)-converted value
Europe (LMIC),Bulgaria,Galabovo,2015,(21)-converted value
Europe (LMIC),Bulgaria,Galabovo,2016,(23)-converted value
Europe (LMIC),Bulgaria,Gorna Oriahovica,2013,(31)-converted value
Europe (LMIC),Bulgaria,Gorna Oryahovitsa,2013,(27)-converted value
Europe (LMIC),Bulgaria,Gorna Oryahovitsa,2014,(29)-converted value
Europe (LMIC),Bulgaria,Gorna Oryahovitsa,2015,(26)-converted value
Europe (LMIC),Bulgaria,Gorna Oryahovitsa,2016,(26)-converted value
Europe (LMIC),Bulgaria,Haskovo,2013,(29)-converted value
Europe (LMIC),Bulgaria,Haskovo,2014,(25)-converted value
Europe (LMIC),Bulgaria,Haskovo,2015,(24)-converted value
Europe (LMIC),Bulgaria,Haskovo,2016,(26)-converted value
Europe (LMIC),Bulgaria,Kardjaly,2013,(28)-converted value
Europe (LMIC),Bulgaria,Kardzhali,2013,(25)-converted value
Europe (LMIC),Bulgaria,Kardzhali,2014,(24)-converted value
Europe (LMIC),Bulgaria,Kardzhali,2015,(23)-converted value
Europe (LMIC),Bulgaria,Kardzhali,2016,(23)-converted value
Europe (LMIC),Bulgaria,Lovech,2013,(24)-converted value
Europe (LMIC),Bulgaria,Lovech,2014,(33)-converted value
Europe (LMIC),Bulgaria,Lovech,2015,(26)-converted value
Europe (LMIC),Bulgaria,Lovech,2016,(19)-converted value
Europe (LMIC),Bulgaria,Montana,2013,(33)-converted value
Europe (LMIC),Bulgaria,Montana,2014,(40)-converted value
Europe (LMIC),Bulgaria,Montana,2015,(32)-converted value
Europe (LMIC),Bulgaria,Montana,2016,(30)-converted value
Europe (LMIC),Bulgaria,Nessebur,2015,(19)-converted value
Europe (LMIC),Bulgaria,Nessebur,2016,(20)-converted value
Europe (LMIC),Bulgaria,Pazardzhik,2013,(28)-converted value
Europe (LMIC),Bulgaria,Pazardzhik,2014,(28)-converted value
Europe (LMIC),Bulgaria,Pazardzhik,2015,(23)-converted value
Europe (LMIC),Bulgaria,Pazarjik,2013,(33)-converted value
Europe (LMIC),Bulgaria,Pernik,2013,31
Europe (LMIC),Bulgaria,Pernik,2014,29
Europe (LMIC),Bulgaria,Pernik,2015,(26)-converted value
Europe (LMIC),Bulgaria,Pernik,2016,(24)-converted value
Europe (LMIC),Bulgaria,Pirdop,2013,(26)-converted value
Europe (LMIC),Bulgaria,Pleven,2013,(26)-converted value
Europe (LMIC),Bulgaria,Pleven,2014,(32)-converted value
Europe (LMIC),Bulgaria,Pleven,2015,(34)-converted value
Europe (LMIC),Bulgaria,Pleven,2016,(30)-converted value
